stkcd,year,industry_code,resilience_composite,size,leverage,roa,first_sanction_year
000861,2011,F52,0.414838206645536,21.9386768341064,0.611312210559845,0.115793794393539,
000861,2013,L72,0.0770660165983933,22.3184680938721,0.619967997074127,0.0818034932017326,
000861,2016,L72,0.891277683244902,23.043098449707,0.679972350597382,0.0239300448447466,
000861,2017,L72,0.801547371793794,23.2046070098877,0.691831111907959,0.0246775597333908,
000861,2022,L72,0.147541531843523,22.9061946868896,0.62050861120224,-0.0451423637568951,
000862,2011,C34,0.179130904736329,22.3734893798828,0.87149453163147,0.0141809834167361,
000862,2012,C34,0.0757257510937627,22.3538990020752,0.8910499334335329,-0.00361860613338649,
000862,2013,C34,0.532840961559471,22.2833518981934,0.8910499334335329,-0.030375262722373,
000862,2014,C34,0.255326888675197,22.977518081665,0.804407179355621,0.00299987546168268,
000862,2015,D44,0.249454954510557,22.9599132537842,0.815678954124451,-0.0131434658542275,
000862,2016,D44,0.279846924519767,23.0273590087891,0.706950485706329,0.00180745322722942,
000862,2017,D44,0.671484954798013,22.9401664733887,0.702638685703278,-0.021428445354104,
000862,2018,D44,0.307485783518798,23.0005645751953,0.729606807231903,0.00537585653364658,
000862,2019,D44,0.488210411704383,22.9589366912842,0.716182291507721,0.00274140737019479,
000862,2020,D44,0.775473780075721,22.9131278991699,0.699399352073669,0.00386531907133758,
000862,2021,D44,0.763266670948396,22.7296237945557,0.624872088432312,0.0135979410260916,
000862,2022,D44,0.475344693509212,22.7449760437012,0.609704732894897,0.0208708643913269,
000862,2023,D44,0.585156475129265,22.9783496856689,0.556137979030609,0.0177194774150848,
000862,2024,D44,0.600055833385158,22.9535388946533,0.535651803016663,0.01018794067204,
000863,2013,K70,0.249041161360733,22.8121738433838,0.759412944316864,0.0562362298369408,
000863,2014,K70,0.949669054774811,23.1671962738037,0.733369529247284,0.0103135518729687,
000863,2015,K70,0.249738526381116,23.32421875,0.77636992931366,0.00590563518926501,
000863,2016,K70,0.14074224248377,23.3524188995361,0.522279620170593,0.0677538961172104,
000863,2017,K70,0.303431417719965,23.2935791015625,0.513968706130981,0.0171972755342722,
000863,2018,K70,0.639121445709681,23.2914447784424,0.572612166404724,-0.038233008235693,
000863,2020,K70,0.638465776973383,22.99143409729,0.516123354434967,0.0215890277177095,
000863,2021,K70,0.767438840050379,22.6817417144775,0.403228968381882,0.00388466543518007,
000863,2022,K70,0.9763709127563678,22.6575927734375,0.404741376638412,0.000886130903381854,
000868,2011,C36,0.0657075636987328,22.0002689361572,0.629245221614838,0.0295977387577295,
000868,2013,C36,0.537235829283731,22.2132892608643,0.715132057666779,-0.00885284878313541,
000868,2014,C36,0.0842474436693988,22.3236446380615,0.711928188800812,0.00948259793221951,
000868,2015,C36,0.0807259741091018,22.5438690185547,0.767251431941986,0.00177113688550889,
000868,2016,C36,0.127517847003514,22.9291648864746,0.837881207466125,0.00515628792345524,
000868,2017,C36,0.171293652807166,22.8000545501709,0.857070922851562,-0.0346645712852478,
000868,2018,C36,0.146169827813831,22.6877841949463,0.8910499334335329,-0.122794911265373,
000868,2021,C36,0.13289753351155,22.0541820526123,0.8910499334335329,-0.0748062506318092,
000868,2022,C36,0.143695220010179,21.9381790161133,0.8910499334335329,-0.076788604259491,
000868,2023,C36,0.0638790314615886,21.9163627624512,0.728593289852142,-0.0519604347646236,
000868,2024,C36,0.069022129350673,22.0092239379883,0.74981677532196,0.00299983914010227,
000869,2012,C15,0.100597253001539,22.8179817199707,0.254045933485031,0.18884129047393747,
000869,2013,C15,0.235914787278881,22.8028984069824,0.203774958848953,0.130998149514198,
000869,2014,C15,0.259544562178425,22.9106903076172,0.214204430580139,0.10970401763916,
000869,2015,C15,0.419558608248838,23.0596923828125,0.250154733657837,0.0995992422103882,
000869,2016,C15,0.588813439349,23.1680507659912,0.271388977766037,0.0850609615445137,
000869,2017,C15,0.300971630480596,23.2519302368164,0.267914354801178,0.0824610143899918,
000869,2018,C15,0.639171598390036,23.2972297668457,0.246021375060081,0.0793951600790024,
000869,2019,C15,0.651900569331399,23.3368530273438,0.224876150488853,0.0827750712633133,
000869,2020,C15,0.633904495268414,23.2960681915283,0.198286935687065,0.0361047685146332,
000869,2021,C15,0.135500301997738,23.3238792419434,0.206304267048836,0.0376097112894058,
000875,2010,D44,0.139133269081615,23.3782806396484,0.820904135704041,0.00259414385072887,
000875,2012,D44,0.0877144044559223,23.4940586090088,0.843385696411133,-0.0294262953102589,
000875,2013,D44,0.224798337116741,23.6293964385986,0.764723598957062,0.00119678094051778,
